Id,Amount,Network,Mode,TransactionDate,transactionId
536,580.61,Mastercard,Online,2023-01-03,1642276293
537,478.31,American Express,Online,2022-08-14,8018731209
538,991.03,Discover,In-store,2022-06-14,8765026958
539,260.86,Mastercard,In-store,2022-11-22,4546092303
540,139.36,Discover,In-store,2023-03-06,8843943403
541,153.93,Discover,Online,2022-08-16,1088117679
542,799.81,Mastercard,In-store,2022-10-24,4795659370
543,889.33,Mastercard,Online,2022-11-26,7481111668
544,172.37,Visa,In-store,2022-04-09,8869612622
545,624.24,Mastercard,Online,2022-08-29,2679036687
546,919.81,Discover,Online,2022-12-12,7191581554
547,198.78,Discover,Online,2022-06-23,7108077527
548,303.38,American Express,Online,2022-04-24,4483093725
549,590.64,Mastercard,Online,2022-11-24,9682704921
550,977.62,Mastercard,In-store,2023-03-07,4347605922
551,682.54,Mastercard,In-store,2023-02-02,1318336423
552,114.69,American Express,Online,2022-09-10,7435753016
553,21.03,Mastercard,Online,2023-03-10,5415096954
554,831.77,Discover,In-store,2023-01-10,6675541288
555,188.42,American Express,In-store,2022-12-09,9681885107
556,467.83,Mastercard,In-store,2022-11-18,8416693238
557,707.17,Discover,Online,2022-07-07,5587955056
558,946.06,Visa,In-store,2022-12-04,1720681376
559,181.73,Discover,In-store,2023-01-31,3489114833
560,984.02,Discover,Online,2022-11-10,9679858241
561,487.97,Mastercard,Online,2022-06-17,5648700481
562,973.41,Mastercard,Online,2022-10-14,4665368302
563,419.62,Discover,Online,2023-01-17,5111174918
564,423.13,Visa,In-store,2022-08-16,3496819818
565,944.31,Discover,Online,2023-02-19,9100238170
566,133.57,American Express,Online,2022-11-03,1827837485
567,546.27,American Express,Online,2022-05-12,7007146252
568,660.91,American Express,Online,2023-02-02,8077701260
569,854.83,American Express,Online,2022-08-31,4501240016
570,360.84,American Express,In-store,2022-05-02,1465347139
571,452.65,Discover,Online,2022-11-22,2768015875
572,886.8,Mastercard,In-store,2022-10-19,5483159932
573,342.54,American Express,In-store,2023-02-09,1373328037
574,717.9,Discover,Online,2022-09-02,8639892372
575,105.28,American Express,In-store,2022-05-22,4900699426
576,802.61,Visa,Online,2022-11-04,7916115453
577,452.16,Discover,Online,2022-03-17,6695153770
578,491.73,Discover,In-store,2022-09-13,8906971799
579,314.42,Mastercard,In-store,2022-05-23,3625648885
580,826.29,Mastercard,Online,2022-10-06,9529088533
581,523.98,American Express,In-store,2022-07-29,5318190127
582,594.72,American Express,In-store,2022-12-02,9704546537
583,976.34,American Express,In-store,2022-04-10,1926620873
584,913.96,Visa,In-store,2022-04-29,6918949631
585,484.06,Discover,In-store,2022-10-24,1002476344
586,693.59,Discover,Online,2022-10-21,4241082874
587,913.11,American Express,In-store,2022-12-01,4377484282
588,953.62,American Express,In-store,2022-12-23,9638573849
589,47.09,Discover,In-store,2022-07-19,1063635947
590,654.74,American Express,Online,2022-08-15,3372637624
591,307.83,Visa,In-store,2022-09-01,6965277972
592,542.24,Mastercard,In-store,2022-05-26,9621993719
593,139.87,Discover,Online,2022-08-28,6420109280
594,994.76,American Express,Online,2022-05-05,9313559788
595,190.79,Visa,In-store,2022-12-05,5305292762
596,798.65,American Express,In-store,2023-02-10,6731329152
597,639.61,Discover,Online,2022-08-21,4817624562
598,699.46,Visa,In-store,2022-04-17,8178383709
599,21.02,American Express,Online,2022-06-22,7554100365
600,502.74,Visa,In-store,2022-11-08,5100696482
601,561.89,Visa,Online,2023-02-28,2881237424
602,812.3,Discover,Online,2023-03-05,9866170216
603,863.75,Mastercard,Online,2022-06-12,8522643949
604,629.94,American Express,Online,2023-02-16,8142705545
605,613.91,Mastercard,In-store,2022-05-30,5385668590
606,815.58,Discover,In-store,2022-05-24,8858648981
607,996.78,Discover,Online,2022-07-02,9763655479
608,484.99,Mastercard,In-store,2022-09-22,6132792478
609,85.53,Visa,In-store,2022-03-21,6235336983
610,796.61,Mastercard,Online,2022-11-13,3071547095
611,741.48,American Express,In-store,2022-11-09,9063723662
612,522.44,Visa,Online,2023-02-03,8497790253
613,440.35,Visa,Online,2022-03-27,2069397344
614,206.22,Mastercard,Online,2023-01-16,4390555040
615,326.93,Visa,In-store,2022-06-22,9517625424
616,273.29,Visa,In-store,2022-09-17,8964052506
617,615.15,Discover,Online,2023-01-12,9897863910
618,82.6,Discover,Online,2022-04-13,4565864466
619,620.63,American Express,Online,2022-05-12,8665959667
620,671.5,Visa,Online,2022-06-03,4521131308
621,123.64,Visa,Online,2022-04-29,6600021754
622,257.71,Visa,In-store,2022-07-28,5896301313
623,192.7,American Express,In-store,2022-07-04,9428707253
624,510.76,Mastercard,Online,2022-05-08,5532299557
625,670.02,American Express,In-store,2022-07-12,2908822201
626,693.03,American Express,In-store,2022-03-16,6998847908
627,663.33,Mastercard,Online,2023-03-11,8334738960
628,948.86,American Express,In-store,2022-11-20,8849266997
629,991.82,American Express,In-store,2022-03-26,6238811532
630,892.13,Discover,In-store,2022-05-24,9596962422
631,228.58,Visa,In-store,2022-08-15,2742770960
632,887.52,American Express,In-store,2022-10-04,6797568748
633,74.17,Discover,Online,2022-10-13,8178206779
634,252.12,Mastercard,In-store,2022-04-28,7507594459
635,387.12,Discover,In-store,2022-12-17,6685769313
636,760.08,Mastercard,Online,2022-12-30,5087859245
637,174.94,American Express,In-store,2023-03-07,5233009847
638,194.18,Mastercard,In-store,2022-07-03,2928234214
639,873.41,Mastercard,In-store,2022-12-05,7546804104
640,532.89,Mastercard,Online,2023-03-04,8216992939
641,587.85,Visa,In-store,2022-12-29,4651265094
642,649.2,Discover,In-store,2022-10-24,9311920203
643,997.76,Mastercard,Online,2022-04-05,6010003254
644,135.68,Visa,In-store,2022-07-28,8906301411
645,444.62,American Express,Online,2022-04-11,8872058874
646,304.54,American Express,Online,2022-09-07,4639834182
647,52.38,Discover,Online,2022-06-14,7711924633
648,671.36,Discover,Online,2022-11-14,6602516984
649,19.57,American Express,In-store,2022-06-29,2267417400
650,322.23,American Express,Online,2022-10-27,3105326478
651,732.27,Discover,In-store,2022-09-16,8256052349
652,965.78,Discover,In-store,2022-08-18,5597275309
653,966.92,Mastercard,In-store,2022-09-23,8355514861
654,726.67,Visa,Online,2022-07-25,4148883525
655,637.86,Mastercard,Online,2022-04-06,8488955531
656,798.72,American Express,Online,2022-03-30,9126787822
657,246.72,Discover,Online,2022-04-23,7920537539
658,917.37,Discover,In-store,2023-02-25,1951174672
659,49.72,Mastercard,In-store,2023-01-25,4803814968
660,227.41,Mastercard,In-store,2022-11-21,8746033441
661,503.79,Mastercard,In-store,2023-03-05,9110909336
662,167.92,Discover,Online,2022-07-11,6002880585
663,443.85,American Express,In-store,2023-02-25,2266093805
664,976.71,American Express,Online,2022-11-13,2201952090
665,148.43,American Express,Online,2022-08-21,8881517149
666,197.46,Mastercard,In-store,2022-09-21,7565647875
667,564.65,American Express,In-store,2022-12-05,5634096249
668,689.75,Visa,In-store,2022-05-01,1648034742
669,573.6,Visa,Online,2022-04-16,9693117854
670,784.33,Mastercard,Online,2022-10-31,5882797959
671,765.17,Mastercard,Online,2023-01-06,9185570565
672,49.46,Mastercard,Online,2022-11-23,3240087337
673,122.75,Discover,Online,2022-10-11,6797299963
674,105.23,American Express,In-store,2023-01-16,6203188460
675,100.6,American Express,In-store,2022-06-30,8596147311
676,308.56,Discover,In-store,2022-09-06,7207222693
677,364.37,American Express,Online,2022-05-24,4340454363
678,997.62,Discover,Online,2022-06-17,7594085795
679,103.26,Discover,In-store,2022-12-25,2403816136
680,629.44,Mastercard,Online,2022-11-23,5878517863
681,311.76,Visa,Online,2022-04-30,4032269261
682,641.77,American Express,In-store,2022-08-27,9775681621
683,59.9,Discover,Online,2022-11-24,6780156170
684,856.73,American Express,Online,2022-04-18,5971098034
685,304.73,American Express,In-store,2022-10-11,1787069931
686,341.52,Mastercard,In-store,2022-04-13,8769514310
687,555.23,Discover,In-store,2022-03-14,4661818203
688,202.75,Visa,In-store,2022-08-27,2197997336
689,243.56,Visa,In-store,2022-09-22,4786427174
690,857.75,American Express,In-store,2022-12-19,1232100716
691,455.87,American Express,In-store,2022-05-16,3630495506
692,105.92,Visa,Online,2022-05-28,6505218867
693,107.53,Mastercard,Online,2022-11-06,9682616639
694,94.13,Visa,In-store,2022-05-13,3207158562
695,55.52,Visa,In-store,2022-12-01,9799192766
696,603.58,Discover,Online,2022-10-19,6430186932
697,754.22,Discover,Online,2022-08-06,1919653029
698,72.41,Mastercard,In-store,2023-03-03,9787731963
699,705.64,Mastercard,In-store,2022-06-10,5940877417
700,910.65,Discover,In-store,2022-07-21,3151605702
701,269.4,Visa,In-store,2022-04-18,9533406898
702,98.69,American Express,Online,2022-12-05,7933928441
703,793.78,Mastercard,Online,2022-04-28,6662835378
704,856.13,Mastercard,In-store,2022-06-12,1039260407
705,875.2,Mastercard,Online,2022-12-03,3550025859
706,895.07,Visa,In-store,2022-09-16,6105665964
707,676.96,American Express,In-store,2023-01-11,5396939571
708,735.7,Visa,Online,2022-05-25,3740433276
709,997.85,Visa,Online,2022-06-02,9521395747
710,780.87,Visa,In-store,2022-11-01,6556216725
711,234.72,Discover,Online,2022-05-01,1918770018
712,175.62,Mastercard,Online,2022-11-10,8041370191
713,334.95,Discover,Online,2022-06-24,7801701833
714,577.66,Discover,In-store,2022-04-19,7868449847
715,54.66,Mastercard,In-store,2022-05-04,6462013764
716,350.04,Discover,In-store,2022-06-11,9091709128
717,837.93,Discover,Online,2022-05-06,6193262172
718,26.75,American Express,In-store,2022-07-28,4439876606
719,259.47,Visa,Online,2023-02-07,8796624817
720,400.5,Mastercard,Online,2022-10-27,1560635893
721,745.58,Mastercard,In-store,2022-03-19,7958588944
722,615.33,Visa,Online,2022-03-13,7443417574
723,333.05,Visa,Online,2022-06-22,6424272316
724,147.62,Visa,Online,2022-09-21,9044405074
725,337.3,Discover,Online,2023-01-15,1497182438
726,164.34,Mastercard,Online,2022-12-28,1584870888
727,737.44,Discover,In-store,2022-11-07,8982593892
728,12.75,Mastercard,In-store,2022-12-18,2242641925
729,173.18,American Express,Online,2022-05-30,1146885829
730,698.19,Discover,Online,2022-04-30,4514467981
731,674.04,Mastercard,Online,2022-10-31,2277373669
732,443.5,Mastercard,In-store,2022-09-21,8246620408
733,617.78,Visa,Online,2022-08-28,7140529496
734,291.15,American Express,Online,2022-04-22,6923165326
735,795.47,Visa,Online,2022-09-18,6343867878
736,858.25,Visa,In-store,2022-08-03,3715563235
737,107.41,Discover,In-store,2022-06-17,3860364380
738,918.07,Discover,In-store,2022-12-14,8447320746
739,417.9,Mastercard,In-store,2022-10-12,1532032218
740,762.08,American Express,Online,2022-10-18,4790695965
741,855.98,Discover,Online,2022-11-20,9742402574
742,129.75,American Express,Online,2023-01-30,6071152512
743,922.82,American Express,Online,2023-02-04,2487868442
744,211.06,Mastercard,In-store,2023-03-10,3418907958
745,672.18,Discover,In-store,2022-06-23,3948862860
746,48.84,Discover,Online,2022-08-17,2084114406
747,361.35,American Express,Online,2022-12-07,8378466338
748,780.65,Visa,In-store,2023-01-31,7712967442
749,687.1,American Express,Online,2022-11-22,1305810204
750,191.78,Mastercard,Online,2022-09-10,6932101982
751,871.11,Visa,Online,2022-05-31,7774131124
752,681.03,Visa,In-store,2022-04-26,8906799730
753,317.67,Visa,In-store,2022-04-09,2704854041
754,484.76,Mastercard,In-store,2022-10-25,3535370899
755,639.95,Discover,In-store,2022-11-26,3166378510
756,145.03,Mastercard,In-store,2023-02-19,6603948751
757,264.96,Discover,Online,2022-05-06,5798475805
758,922.92,Mastercard,Online,2022-11-28,2234158261
759,292.84,Visa,Online,2022-03-25,2219539698
760,343.31,American Express,In-store,2022-09-04,9587948458
761,792.89,Discover,In-store,2022-06-22,6502578131
762,482.99,American Express,Online,2022-08-12,9507757767
763,598.02,American Express,Online,2022-09-15,2341561580
764,385.81,Visa,In-store,2022-11-13,2712751669
765,73.92,Discover,In-store,2022-11-08,8111060451
766,737.12,Discover,In-store,2022-04-08,5550245766
767,404.68,Visa,In-store,2022-12-14,6931929998
768,822.29,Visa,In-store,2023-01-15,4938044684
769,914.7,American Express,Online,2022-06-22,8796413847
770,815.95,Mastercard,Online,2023-02-13,1162653157
771,58.86,Visa,Online,2022-06-09,2907459553
772,336.36,Discover,In-store,2023-01-01,2620165001
773,702.83,American Express,Online,2022-11-05,4851029671
774,777.2,Visa,In-store,2023-02-07,2088110042
775,865.95,Mastercard,In-store,2022-09-12,8160037316
776,235.71,Discover,Online,2022-04-14,3242647754
777,190.37,Visa,In-store,2022-11-01,1544237238
778,10.23,American Express,In-store,2022-11-09,7347472708
779,200.26,American Express,In-store,2022-11-08,6948500349
780,391.38,Mastercard,Online,2022-03-20,8995063122
781,755.06,American Express,In-store,2022-10-04,3604163495
782,857.26,Discover,In-store,2023-01-30,3545011136
783,446.48,Discover,Online,2022-11-25,2681227029
784,467.73,Mastercard,In-store,2022-03-27,4927190880
785,803.82,American Express,Online,2022-10-24,8085508961
786,529.77,Visa,In-store,2022-09-16,4154974764
787,825.0,American Express,Online,2022-08-24,1991261895
788,82.31,Mastercard,In-store,2023-03-04,9390493174
789,252.34,American Express,In-store,2022-12-08,2164751065
790,239.39,American Express,In-store,2022-09-26,2702000712
791,195.47,American Express,Online,2022-10-11,9996096817
792,146.07,Discover,In-store,2022-07-19,9952650973
793,82.78,Mastercard,In-store,2022-05-16,2244952377
794,980.41,Mastercard,In-store,2022-10-10,3821879711
795,970.48,Visa,Online,2023-02-10,2892878879
796,778.95,Mastercard,Online,2022-05-16,5991116581
797,661.99,Discover,In-store,2022-10-03,2966273396
798,426.8,Visa,In-store,2023-02-22,2972709899
799,306.82,Mastercard,In-store,2022-04-25,6791620321
800,620.3,Discover,Online,2022-11-12,5779250615
801,76.89,American Express,Online,2022-12-19,5351062393
802,547.68,American Express,Online,2022-05-14,6459821386
803,666.26,American Express,In-store,2022-08-31,3439109074
804,867.46,Visa,Online,2022-05-03,2573819875
805,754.2,Mastercard,Online,2023-02-24,5576246140
806,518.49,American Express,Online,2022-07-23,9193984697
807,985.35,Visa,Online,2022-06-16,8368702019
808,73.67,Mastercard,In-store,2022-08-21,1655764451
809,688.61,American Express,In-store,2022-05-31,2243807699
810,234.45,Visa,Online,2022-09-20,2173451501
811,48.72,Mastercard,Online,2022-10-29,9324932361
812,356.33,Mastercard,Online,2022-03-19,6622272695
813,302.02,Visa,In-store,2023-01-06,9799796129
814,862.61,American Express,Online,2022-04-02,6063804234
815,833.9,Visa,In-store,2022-04-13,4756207299
816,503.82,American Express,In-store,2022-06-26,7854437291
817,162.49,Visa,In-store,2022-10-22,6808127952
818,624.23,Mastercard,Online,2022-10-01,7636864259
819,37.67,Visa,In-store,2022-10-02,6442661801
820,756.93,Visa,Online,2022-12-22,9475783202
821,552.91,American Express,Online,2022-12-05,6588405567
822,902.13,American Express,Online,2023-02-21,5538507726
823,827.0,Mastercard,In-store,2023-01-03,7315357830
824,208.82,Visa,Online,2023-02-10,6878628611
825,770.12,Discover,In-store,2022-05-24,2898461024
826,55.79,Visa,In-store,2023-02-04,3401169477
827,779.73,Visa,In-store,2022-11-30,6273368562
828,517.05,American Express,Online,2022-09-16,8764025662
829,564.49,Mastercard,In-store,2022-06-09,8076219717
830,255.45,Visa,In-store,2022-12-04,7901879330
831,261.35,American Express,Online,2022-12-15,3695647651
832,147.52,Mastercard,Online,2023-03-01,3028072251
833,317.69,Visa,In-store,2022-05-16,3408016864
834,85.08,Mastercard,Online,2022-03-21,1166954884
835,263.58,Mastercard,Online,2022-03-24,4682498186
836,411.05,Visa,Online,2022-08-03,9495389193
837,571.23,American Express,In-store,2022-08-06,6543186909
838,479.07,American Express,Online,2023-01-15,5426177648
839,934.44,American Express,In-store,2022-12-19,1083188647
840,352.35,Discover,In-store,2022-12-29,4735310639
841,158.39,Mastercard,In-store,2023-02-14,2966032123
842,893.75,Discover,In-store,2022-11-13,7453337301
843,220.37,Discover,In-store,2022-04-27,9002416719
844,203.93,American Express,Online,2022-10-15,2256320965
845,131.38,Visa,In-store,2022-06-01,5917328242
846,158.06,Discover,In-store,2023-02-06,9787595480
847,763.43,American Express,In-store,2022-07-28,8613866514
848,372.95,Visa,In-store,2022-11-07,9248205508
849,21.6,Visa,Online,2022-05-27,8289786337
850,644.13,Mastercard,Online,2022-06-15,4358608787
851,186.26,Visa,In-store,2022-03-26,5677919402
852,677.55,American Express,Online,2022-09-28,7584006736
853,985.5,Visa,In-store,2022-05-18,3575242805
854,102.8,Mastercard,In-store,2022-09-04,6613560276
855,138.94,Visa,In-store,2023-01-21,7753069817
856,692.48,Visa,Online,2022-04-04,3409778017
857,324.79,Mastercard,In-store,2022-10-15,6617819818
858,366.71,Mastercard,In-store,2022-07-27,2792433545
859,160.88,American Express,Online,2022-07-15,8501653027
