Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
449,131.91,Mastercard,Online,2022-03-17,4158668406,3168015311
450,383.72,Discover,In-store,2022-07-26,7405186303,3894210317
451,209.42,Discover,Online,2022-06-18,2729840192,2606195890
452,692.63,Discover,In-store,2023-01-27,7675516990,8196016951
453,50.4,Discover,In-store,2022-07-13,2586314693,4469017311
454,989.1,Mastercard,Online,2022-11-26,4562773354,9725908863
455,739.45,American Express,In-store,2023-03-08,4674051237,7603901995
456,697.32,Visa,In-store,2022-11-09,8847611383,4707396045
457,821.19,Mastercard,In-store,2022-12-22,4665144194,3374119999
458,183.89,Discover,In-store,2023-01-21,1020856552,9842615018
459,999.05,American Express,In-store,2022-06-11,5122766174,8394564732
460,670.56,American Express,Online,2022-04-02,7376758601,5311527436
461,584.19,Discover,In-store,2023-03-06,8284245492,3683809294
462,469.16,Mastercard,Online,2023-01-05,7043766106,8585944727
463,139.33,Mastercard,Online,2022-07-27,3652999974,2760146985
464,968.63,American Express,Online,2022-09-12,3868486628,3124181643
465,901.69,Mastercard,In-store,2022-11-01,3338271551,7272302717
466,417.49,Discover,In-store,2022-09-14,3788593143,5786360203
467,586.49,Visa,In-store,2022-09-04,6503240101,5528219945
468,460.9,American Express,Online,2022-05-19,7644935027,2901199291
469,247.72,Discover,In-store,2022-09-10,2022902800,8555145801
470,997.8,Visa,Online,2022-11-07,3126712741,1925808166
471,374.6,Mastercard,Online,2022-09-24,5826356937,9296581745
472,33.0,Mastercard,In-store,2022-05-02,9550628670,3430605463
473,706.03,Visa,In-store,2023-01-19,6365863276,4928842438
474,816.62,Discover,In-store,2022-05-11,5484593579,7229408314
475,537.94,American Express,In-store,2023-01-10,5815299046,2640219843
476,884.44,American Express,Online,2022-04-09,9110637888,3293073723
477,673.38,Discover,Online,2022-12-15,3120571551,6103362368
478,402.13,American Express,Online,2023-01-10,3710240693,2172440158
479,271.04,Visa,Online,2022-04-25,7499100864,2820162592
480,882.96,Visa,Online,2022-07-12,3897758535,8556790686
481,816.26,Mastercard,In-store,2022-07-16,8986297191,6746626426
482,608.43,Discover,Online,2022-06-09,6545350921,1323297467
483,586.7,Visa,In-store,2022-11-08,2393714235,3315308079
484,976.64,Visa,Online,2022-07-13,3240145973,3509720884
485,293.85,Visa,Online,2022-12-13,4583756734,2320072963
486,686.69,Discover,In-store,2022-05-31,3586511874,1822582147
487,958.52,American Express,Online,2022-07-08,9017933551,4102918501
488,401.68,American Express,Online,2022-10-07,5372733083,4835644610
489,486.44,American Express,In-store,2022-05-01,5536950200,6989567354
490,377.02,Visa,In-store,2022-10-31,5478482489,2351171501
491,49.73,Visa,In-store,2023-01-04,8607256104,1743289285
492,941.9,Mastercard,In-store,2022-10-17,2735422543,5148358469
493,197.33,Discover,Online,2022-12-13,9786713861,7817175715
494,757.71,American Express,Online,2022-11-03,6231766234,6407509287
495,14.47,Visa,Online,2022-12-05,7800239874,6430760403
496,581.08,Visa,Online,2022-10-26,5507620993,9825901052
497,845.58,Visa,In-store,2022-11-24,3126201094,4071624340
498,713.42,Mastercard,In-store,2022-03-13,5761125689,1556932378
499,705.4,Visa,In-store,2022-04-11,5008737703,7102244363
500,308.54,American Express,In-store,2022-07-05,3688272460,4290150030
501,989.54,Discover,Online,2022-06-14,5799136564,6804234543
502,26.84,Mastercard,Online,2022-09-22,7897911978,6257981435
503,805.05,Mastercard,Online,2022-11-18,9473808903,6875073457
504,229.67,Discover,In-store,2022-06-30,6331477642,2723740246
505,996.82,American Express,In-store,2023-01-15,7985795690,4308288573
506,531.75,Mastercard,In-store,2022-10-15,9483007627,3189319545
507,600.67,Mastercard,In-store,2023-02-03,5475180657,1902812317
508,781.51,American Express,In-store,2022-07-31,8398276618,7625914102
509,978.91,Mastercard,In-store,2022-09-01,5493322291,3804307689
510,602.94,Discover,Online,2022-12-19,4785399285,9905375931
511,330.39,Mastercard,Online,2022-12-25,1265040668,1509778464
512,207.32,Discover,In-store,2022-03-25,7187021547,9735058683
513,227.97,Mastercard,In-store,2023-01-27,1911273466,6104250103
514,170.58,Visa,In-store,2022-07-06,4800582727,2641906112
515,401.1,American Express,In-store,2022-10-05,1881958175,2945020791
516,446.09,Mastercard,In-store,2022-11-09,1300018627,6561962582
517,213.12,Visa,In-store,2022-10-30,6336929073,1662033625
518,739.49,Discover,Online,2022-10-01,1163045941,4319631537
519,305.5,American Express,Online,2022-06-16,2108116423,6689006608
520,530.26,Discover,Online,2023-02-20,6926791180,6939528219
521,848.24,Discover,In-store,2022-08-08,8029355794,6923125733
522,344.97,Discover,In-store,2022-12-16,6084202852,7792216273
523,713.28,Mastercard,Online,2022-04-27,3330780703,5540516252
524,409.88,American Express,Online,2023-03-07,4974593686,6355262353
525,562.25,Visa,Online,2022-03-18,4284949281,3372731558
526,280.84,American Express,Online,2022-12-24,3574346852,4695616622
527,80.25,Visa,In-store,2022-08-28,7976953357,8202501395
528,380.66,American Express,Online,2022-07-25,4145453850,9212924537
529,53.75,American Express,Online,2022-04-08,5586762505,8083814279
530,113.62,American Express,Online,2022-12-10,5467903515,6621018857
531,190.33,American Express,Online,2022-08-10,3746993017,7279863216
532,204.89,Discover,Online,2022-12-16,7399879844,5962880711
533,897.02,Mastercard,In-store,2022-07-26,9647172472,5691604406
534,807.2,Visa,Online,2023-01-05,6304196128,7338996582
535,791.41,American Express,In-store,2022-08-04,9921808554,9346596697
536,580.61,Mastercard,Online,2023-01-03,1642276293,6482836858
537,478.31,American Express,Online,2022-08-14,8018731209,2399106271
538,991.03,Discover,In-store,2022-06-14,8765026958,8186691302
539,260.86,Mastercard,In-store,2022-11-22,4546092303,5772375556
540,139.36,Discover,In-store,2023-03-06,8843943403,6358190194
541,153.93,Discover,Online,2022-08-16,1088117679,4592899844
542,799.81,Mastercard,In-store,2022-10-24,4795659370,2454785489
543,889.33,Mastercard,Online,2022-11-26,7481111668,2790077456
544,172.37,Visa,In-store,2022-04-09,8869612622,6833926606
545,624.24,Mastercard,Online,2022-08-29,2679036687,9271585196
546,919.81,Discover,Online,2022-12-12,7191581554,6271446685
547,198.78,Discover,Online,2022-06-23,7108077527,4223811859
548,303.38,American Express,Online,2022-04-24,4483093725,3334110473
549,590.64,Mastercard,Online,2022-11-24,9682704921,4220743993
550,977.62,Mastercard,In-store,2023-03-07,4347605922,1747492146
551,682.54,Mastercard,In-store,2023-02-02,1318336423,9229335566
552,114.69,American Express,Online,2022-09-10,7435753016,9291691877
553,21.03,Mastercard,Online,2023-03-10,5415096954,5968545239
554,831.77,Discover,In-store,2023-01-10,6675541288,7001939649
555,188.42,American Express,In-store,2022-12-09,9681885107,2240740550
556,467.83,Mastercard,In-store,2022-11-18,8416693238,5521678551
557,707.17,Discover,Online,2022-07-07,5587955056,1706176381
558,946.06,Visa,In-store,2022-12-04,1720681376,1324961553
559,181.73,Discover,In-store,2023-01-31,3489114833,1308983696
560,984.02,Discover,Online,2022-11-10,9679858241,8904257325
561,487.97,Mastercard,Online,2022-06-17,5648700481,8321437805
562,973.41,Mastercard,Online,2022-10-14,4665368302,8836148805
563,419.62,Discover,Online,2023-01-17,5111174918,1884391867
564,423.13,Visa,In-store,2022-08-16,3496819818,1960075456
565,944.31,Discover,Online,2023-02-19,9100238170,8537805077
566,133.57,American Express,Online,2022-11-03,1827837485,9366582507
567,546.27,American Express,Online,2022-05-12,7007146252,7780389483
568,660.91,American Express,Online,2023-02-02,8077701260,4534765927
569,854.83,American Express,Online,2022-08-31,4501240016,5169956855
570,360.84,American Express,In-store,2022-05-02,1465347139,9547280053
571,452.65,Discover,Online,2022-11-22,2768015875,2635042551
572,886.8,Mastercard,In-store,2022-10-19,5483159932,3976850540
573,342.54,American Express,In-store,2023-02-09,1373328037,6275880812
574,717.9,Discover,Online,2022-09-02,8639892372,6912239353
575,105.28,American Express,In-store,2022-05-22,4900699426,2561700607
576,802.61,Visa,Online,2022-11-04,7916115453,3868815072
577,452.16,Discover,Online,2022-03-17,6695153770,4098234333
578,491.73,Discover,In-store,2022-09-13,8906971799,7956389944
579,314.42,Mastercard,In-store,2022-05-23,3625648885,6945565651
580,826.29,Mastercard,Online,2022-10-06,9529088533,6256910318
581,523.98,American Express,In-store,2022-07-29,5318190127,8769156990
582,594.72,American Express,In-store,2022-12-02,9704546537,6248508490
583,976.34,American Express,In-store,2022-04-10,1926620873,7215042402
584,913.96,Visa,In-store,2022-04-29,6918949631,9414401923
585,484.06,Discover,In-store,2022-10-24,1002476344,4278216906
586,693.59,Discover,Online,2022-10-21,4241082874,9951535545
587,913.11,American Express,In-store,2022-12-01,4377484282,9838803494
588,953.62,American Express,In-store,2022-12-23,9638573849,6643939452
589,47.09,Discover,In-store,2022-07-19,1063635947,9550767631
590,654.74,American Express,Online,2022-08-15,3372637624,7992263436
591,307.83,Visa,In-store,2022-09-01,6965277972,5721206545
592,542.24,Mastercard,In-store,2022-05-26,9621993719,2707901918
593,139.87,Discover,Online,2022-08-28,6420109280,9144923593
594,994.76,American Express,Online,2022-05-05,9313559788,6215844413
595,190.79,Visa,In-store,2022-12-05,5305292762,3600983637
596,798.65,American Express,In-store,2023-02-10,6731329152,7368978215
597,639.61,Discover,Online,2022-08-21,4817624562,2747307681
598,699.46,Visa,In-store,2022-04-17,8178383709,4031985086
599,21.02,American Express,Online,2022-06-22,7554100365,7505345249
600,502.74,Visa,In-store,2022-11-08,5100696482,5772320503
601,561.89,Visa,Online,2023-02-28,2881237424,7271270401
602,812.3,Discover,Online,2023-03-05,9866170216,1766653140
603,863.75,Mastercard,Online,2022-06-12,8522643949,7251374187
604,629.94,American Express,Online,2023-02-16,8142705545,2942738849
605,613.91,Mastercard,In-store,2022-05-30,5385668590,7710722714
606,815.58,Discover,In-store,2022-05-24,8858648981,5615032814
607,996.78,Discover,Online,2022-07-02,9763655479,6684995900
608,484.99,Mastercard,In-store,2022-09-22,6132792478,1810298689
609,85.53,Visa,In-store,2022-03-21,6235336983,2566516109
610,796.61,Mastercard,Online,2022-11-13,3071547095,2773540217
611,741.48,American Express,In-store,2022-11-09,9063723662,5459621587
612,522.44,Visa,Online,2023-02-03,8497790253,9875770638
613,440.35,Visa,Online,2022-03-27,2069397344,9981028101
614,206.22,Mastercard,Online,2023-01-16,4390555040,1458574026
615,326.93,Visa,In-store,2022-06-22,9517625424,1883489628
616,273.29,Visa,In-store,2022-09-17,8964052506,8414551262
617,615.15,Discover,Online,2023-01-12,9897863910,4598156672
618,82.6,Discover,Online,2022-04-13,4565864466,6438195274
619,620.63,American Express,Online,2022-05-12,8665959667,1727385998
620,671.5,Visa,Online,2022-06-03,4521131308,1535516370
621,123.64,Visa,Online,2022-04-29,6600021754,8216329584
622,257.71,Visa,In-store,2022-07-28,5896301313,2860399532
623,192.7,American Express,In-store,2022-07-04,9428707253,8333753958
624,510.76,Mastercard,Online,2022-05-08,5532299557,4512215941
625,670.02,American Express,In-store,2022-07-12,2908822201,7428538094
626,693.03,American Express,In-store,2022-03-16,6998847908,8095756984
627,663.33,Mastercard,Online,2023-03-11,8334738960,6349487571
628,948.86,American Express,In-store,2022-11-20,8849266997,6456352192
629,991.82,American Express,In-store,2022-03-26,6238811532,1266167337
630,892.13,Discover,In-store,2022-05-24,9596962422,2897451147
631,228.58,Visa,In-store,2022-08-15,2742770960,5866812005
632,887.52,American Express,In-store,2022-10-04,6797568748,6583432071
633,74.17,Discover,Online,2022-10-13,8178206779,5438718005
634,252.12,Mastercard,In-store,2022-04-28,7507594459,2315771731
635,387.12,Discover,In-store,2022-12-17,6685769313,2544079300
636,760.08,Mastercard,Online,2022-12-30,5087859245,5630011366
637,174.94,American Express,In-store,2023-03-07,5233009847,4294961829
638,194.18,Mastercard,In-store,2022-07-03,2928234214,6650102928
639,873.41,Mastercard,In-store,2022-12-05,7546804104,3396749052
640,532.89,Mastercard,Online,2023-03-04,8216992939,6323753852
641,587.85,Visa,In-store,2022-12-29,4651265094,8697501962
642,649.2,Discover,In-store,2022-10-24,9311920203,7624250450
643,997.76,Mastercard,Online,2022-04-05,6010003254,3129907821
644,135.68,Visa,In-store,2022-07-28,8906301411,3884929652
645,444.62,American Express,Online,2022-04-11,8872058874,2069131203
646,304.54,American Express,Online,2022-09-07,4639834182,1929155643
647,52.38,Discover,Online,2022-06-14,7711924633,4843155985
648,671.36,Discover,Online,2022-11-14,6602516984,3853767088
649,19.57,American Express,In-store,2022-06-29,2267417400,8283668280
650,322.23,American Express,Online,2022-10-27,3105326478,9266913108
651,732.27,Discover,In-store,2022-09-16,8256052349,4372704009
652,965.78,Discover,In-store,2022-08-18,5597275309,6875460611
653,966.92,Mastercard,In-store,2022-09-23,8355514861,2722422435
654,726.67,Visa,Online,2022-07-25,4148883525,2359544661
655,637.86,Mastercard,Online,2022-04-06,8488955531,9193301130
656,798.72,American Express,Online,2022-03-30,9126787822,7723815978
657,246.72,Discover,Online,2022-04-23,7920537539,8050497017
658,917.37,Discover,In-store,2023-02-25,1951174672,7885468124
659,49.72,Mastercard,In-store,2023-01-25,4803814968,7726337143
660,227.41,Mastercard,In-store,2022-11-21,8746033441,5926185977
661,503.79,Mastercard,In-store,2023-03-05,9110909336,5964106072
662,167.92,Discover,Online,2022-07-11,6002880585,4581127496
663,443.85,American Express,In-store,2023-02-25,2266093805,8515680998
664,976.71,American Express,Online,2022-11-13,2201952090,1669215652
665,148.43,American Express,Online,2022-08-21,8881517149,7709193096
666,197.46,Mastercard,In-store,2022-09-21,7565647875,1303768293
667,564.65,American Express,In-store,2022-12-05,5634096249,9298932618
668,689.75,Visa,In-store,2022-05-01,1648034742,9437992427
669,573.6,Visa,Online,2022-04-16,9693117854,4393311240
670,784.33,Mastercard,Online,2022-10-31,5882797959,3170030272
671,765.17,Mastercard,Online,2023-01-06,9185570565,4917528567
672,49.46,Mastercard,Online,2022-11-23,3240087337,3174155946
673,122.75,Discover,Online,2022-10-11,6797299963,3303786177
674,105.23,American Express,In-store,2023-01-16,6203188460,6405902164
675,100.6,American Express,In-store,2022-06-30,8596147311,1305292255
676,308.56,Discover,In-store,2022-09-06,7207222693,3361841147
677,364.37,American Express,Online,2022-05-24,4340454363,5733482566
678,997.62,Discover,Online,2022-06-17,7594085795,7736043658
679,103.26,Discover,In-store,2022-12-25,2403816136,5941204720
680,629.44,Mastercard,Online,2022-11-23,5878517863,7837365915
681,311.76,Visa,Online,2022-04-30,4032269261,5995947925
682,641.77,American Express,In-store,2022-08-27,9775681621,6854171431
683,59.9,Discover,Online,2022-11-24,6780156170,9133636445
684,856.73,American Express,Online,2022-04-18,5971098034,8144389044
685,304.73,American Express,In-store,2022-10-11,1787069931,1541496265
686,341.52,Mastercard,In-store,2022-04-13,8769514310,7083099684
687,555.23,Discover,In-store,2022-03-14,4661818203,7320066255
688,202.75,Visa,In-store,2022-08-27,2197997336,1672978333
689,243.56,Visa,In-store,2022-09-22,4786427174,5993434645
690,857.75,American Express,In-store,2022-12-19,1232100716,9214974759
691,455.87,American Express,In-store,2022-05-16,3630495506,3273845984
692,105.92,Visa,Online,2022-05-28,6505218867,4998919514
693,107.53,Mastercard,Online,2022-11-06,9682616639,9743802770
694,94.13,Visa,In-store,2022-05-13,3207158562,4277662016
695,55.52,Visa,In-store,2022-12-01,9799192766,3306251304
696,603.58,Discover,Online,2022-10-19,6430186932,6712948500
697,754.22,Discover,Online,2022-08-06,1919653029,6555980239
698,72.41,Mastercard,In-store,2023-03-03,9787731963,9010838894
699,705.64,Mastercard,In-store,2022-06-10,5940877417,1786770202
700,910.65,Discover,In-store,2022-07-21,3151605702,1434684018
701,269.4,Visa,In-store,2022-04-18,9533406898,5302899484
702,98.69,American Express,Online,2022-12-05,7933928441,9921744341
703,793.78,Mastercard,Online,2022-04-28,6662835378,2962847682
704,856.13,Mastercard,In-store,2022-06-12,1039260407,7124273108
705,875.2,Mastercard,Online,2022-12-03,3550025859,6589838560
706,895.07,Visa,In-store,2022-09-16,6105665964,7453041130
707,676.96,American Express,In-store,2023-01-11,5396939571,6776264173
708,735.7,Visa,Online,2022-05-25,3740433276,6770919142
709,997.85,Visa,Online,2022-06-02,9521395747,8510887581
